restaurant_name,area,parking_id,hour,day_of_week,is_weekend,occupied_slots,total_slots,occupancy_rate,is_peak_hour,status
Moghul Durbar Restaurant,"byresandra,tavarekere,madiwala",1045,12,1,0,202,288,0.7015913132984081,0,Busy
Bengaluru House,hsr,2280,23,3,0,109,210,0.5227807612195621,0,Busy
Khan Saheb Grills and Rolls,malleshwaram,97,0,4,0,66,248,0.2665603213686527,0,Available
Anand Sagar Inn,jayanagar,1518,5,0,0,12,196,0.062449995992442914,0,Available
Big Chick Fried Chicken,marathahalli,2503,6,6,1,180,257,0.7024464246895702,0,Busy
Tenco Infusions,indiranagar,1105,0,4,0,14,284,0.05,0,Available
Mc Donald's,whitefield,2503,6,6,1,192,257,0.7504988529689787,0,Busy
Just Fresh Point,electronic city,1896,23,1,0,142,202,0.7052211155957059,0,Busy
AQNI,malleshwaram,544,15,1,0,90,291,0.3097434110297303,0,Available
Adarsh Bakery,electronic city,1093,12,3,0,175,251,0.6973057533862075,0,Busy
Adiga's,basavanagudi,359,22,0,0,174,272,0.6400000005613566,0,Busy
Punjabi Khazana,indiranagar,420,11,3,0,85,162,0.5288790660880289,0,Busy
Barkaas,marathahalli,2614,21,3,0,24,59,0.42367633010965144,0,Available
Hotel Thazooq,hsr,1070,13,2,0,122,154,0.7982027387574128,0,Full
Baker's Cafe,bellandur,1139,10,5,1,220,259,0.8518382697846096,1,Full
Cafe Noir,brookefield,670,21,6,1,194,283,0.6880081603700269,0,Busy
Cubbonpete Donne Biryani,new bel road,1700,19,0,0,156,207,0.7552119880921337,1,Busy
Narmadha's Hyderabad Biriyani,"byresandra,tavarekere,madiwala",2697,8,0,0,108,139,0.7771681742202243,1,Busy
DVG Benne Dosa,indiranagar,1631,22,4,0,107,180,0.5989534870947271,0,Busy
Cafe Palnad,electronic city,593,16,3,0,21,113,0.18658288547222093,0,Available
Knight Riders,indiranagar,1159,6,6,1,113,155,0.7354180436127966,0,Busy
Yuan Restaurant,kammanahalli,1312,15,5,1,35,214,0.16558564888013994,0,Available
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,brigade road,669,20,6,1,200,211,0.9509764512828341,1,Full
Johny's Kitchen,indiranagar,1817,16,5,1,74,237,0.31234641474654284,0,Available
Airlines Hotel,brigade road,1009,0,0,0,11,221,0.05,0,Available
White Smoke Barbeque- Fairfield by Marriott,rajajinagar,1078,21,2,0,170,275,0.6202383370598695,0,Busy
Serranos Mexican Grill,kalyan nagar,165,20,6,1,115,156,0.7413048913293521,1,Busy
New Chickpete Donne Biryani,malleshwaram,118,21,4,0,158,263,0.6039713821719634,0,Busy
K.G.N Kabbab Corner,kalyan nagar,1167,14,6,1,150,220,0.6857123092188445,0,Busy
Chamrajpet Kabab Junction,basavanagudi,1541,4,1,0,35,244,0.14612720843178312,0,Available
Hotel Nisarga Restaurant,whitefield,2012,19,6,1,227,283,0.8045642666369623,1,Full
Gobble Up Churros Cafe,brigade road,2718,5,1,0,15,286,0.05490059829706906,0,Available
NMR Multicuisine Restaurant,electronic city,429,20,3,0,220,273,0.8093949387943162,1,Full
Kadala Teera,bellandur,145,0,6,1,9,190,0.05,0,Available
Zabi,frazer town,1091,10,3,0,210,259,0.8142036000331697,1,Full
Rasoi,banashankari,1938,17,3,0,161,257,0.6286169498755146,1,Busy
Polo Scoops,electronic city,2187,2,0,0,43,269,0.16308756035961558,0,Available
Varenyam,electronic city,345,8,0,0,104,105,0.9964913805550771,1,Full
Gali Parathae Wali,whitefield,1322,1,6,1,108,275,0.39422088679099615,0,Available
Sri SLV Bhavan,bannerghatta road,234,17,2,0,219,278,0.789116814666644,1,Full
Milano Ice Cream,basavanagudi,1052,19,1,0,192,224,0.8588204140797187,1,Full
Chickpet Donne Biryani House,brookefield,2377,0,1,0,8,176,0.05,0,Available
Bowl'd over Rice,old airport road,693,20,0,0,251,270,0.9302734326305588,1,Full
Sri Balaji Tiffin Centre,banashankari,1307,10,5,1,268,268,1.0,1,Full
Hotel Nalapaka,malleshwaram,1297,0,5,1,12,185,0.06660665550487668,0,Available
Gharelu Zaika,bannerghatta road,21,20,0,0,213,236,0.903718080028901,1,Full
Taste of Nepal,residency road,1605,20,3,0,189,251,0.7545523923354659,1,Busy
Momo Shop,malleshwaram,391,6,2,0,102,204,0.5041974816985444,0,Busy
Malabar Mandra,"byresandra,tavarekere,madiwala",1579,18,2,0,203,246,0.8275334925427491,1,Full
Zee5 Loft,"byresandra,tavarekere,madiwala",530,1,1,0,14,299,0.05,0,Available
Take EAT Easy,bellandur,1824,23,5,1,83,105,0.7921624764399948,0,Full
Indian Paratha Company,marathahalli,2187,2,0,0,13,269,0.05,0,Available
The Chefs Specials,whitefield,514,9,0,0,155,218,0.7149945210176814,1,Busy
Crack That,bellandur,602,1,4,0,11,233,0.05,0,Available
The Open Cafe,"byresandra,tavarekere,madiwala",2666,1,6,1,47,250,0.1909500037516122,0,Available
Bangarpet Chats Corner,malleshwaram,1391,22,1,0,47,88,0.5383224638480292,0,Busy
TFC - Tony's Food Corner,indiranagar,753,8,3,0,173,253,0.6852004215632831,1,Busy
VT Sindhur Veg,brigade road,1308,11,5,1,33,117,0.28443200000642016,0,Available
Zamindar,kalyan nagar,443,10,4,0,111,136,0.8167957629319512,1,Full
The Hub & The Bar - Hotel Ramada Encore,old airport road,1186,9,0,0,154,220,0.7019027516335614,1,Busy
Corprate Biriyani Adda,brookefield,839,22,6,1,86,150,0.5748318890965656,0,Busy
Ottetumba Veg & Non Veg Restaurant,malleshwaram,1958,13,4,0,275,296,0.9311296334099584,0,Full
The Chaat Shop,basavanagudi,1114,9,4,0,105,144,0.7339434596186113,1,Busy
Folklore Restaurant,sarjapur road,44,19,1,0,45,61,0.7476957631226994,1,Busy
Eat N Meet,electronic city,787,18,4,0,164,221,0.7432762999200715,1,Busy
Hotel Sai Renaissance,whitefield,482,1,6,1,21,299,0.0728643192229558,0,Available
Polo Scoops,electronic city,2750,13,2,0,233,299,0.7821346739969102,0,Full
Cafezone,kalyan nagar,2570,1,2,0,38,200,0.19481429504720496,0,Available
ROYCE' Chocolate,lavelle road,1261,12,3,0,101,147,0.6894045568468408,0,Busy
Fit Dish Fetish,malleshwaram,2612,19,3,0,158,241,0.6563521713407652,1,Busy
Thanco's Naturals Ice Cream,marathahalli,2701,12,0,0,153,181,0.8474440227848903,0,Full
Chillax,hsr,214,21,1,0,119,202,0.5904658908803317,0,Busy
Artville Cafe,kalyan nagar,2725,12,1,0,222,249,0.8930321814857168,0,Full
Hotel Raj,lavelle road,1990,21,5,1,137,296,0.4654414102434836,0,Available
Dande's Hyderabad Biryani,hsr,2363,10,0,0,238,284,0.839540322128332,1,Full
Jayanagara Donne Biryani,basavanagudi,2100,11,3,0,119,243,0.49186063338762076,0,Available
Waah Chef,old airport road,2418,17,2,0,172,231,0.7446735864561842,1,Busy
The Ganache Factory,jp nagar,2076,11,2,0,43,157,0.27745065766653637,0,Available
Troll Cafe,malleshwaram,1060,3,2,0,26,208,0.1295511691590339,0,Available
Spices The Food Joint,malleshwaram,744,23,2,0,113,208,0.5441204181115042,0,Busy
Shree Manjunatha Bar and Restaurant,jp nagar,501,20,6,1,192,222,0.8657928067947266,1,Full
Krishna Vaibhava,bannerghatta road,2593,0,3,0,18,272,0.0662184905808597,0,Available
Doner Bel,new bel road,54,5,2,0,3,69,0.05,0,Available
Amruta,lavelle road,2257,0,3,0,38,171,0.22288565502005597,0,Available
Swathi Greenland,rajajinagar,1558,21,1,0,117,182,0.6461078032296435,0,Busy
Guru Paradise,bannerghatta road,1387,18,1,0,138,172,0.8050628232103302,1,Full
Kinara Family Restaurant,electronic city,747,2,3,0,23,131,0.18085710068901167,0,Available
Taste Of India Family Restaurant,whitefield,2414,13,2,0,165,238,0.6935644166796533,0,Busy
RRoyal Rajasthan,sarjapur road,1194,17,0,0,158,225,0.7025796181647099,1,Busy
Curry Pot,lavelle road,1137,8,5,1,133,151,0.8827375695385441,1,Full
Chillikum,indiranagar,339,2,0,0,23,233,0.1001783041104609,0,Available
Armaani Caffe,bannerghatta road,1849,0,0,0,12,254,0.05,0,Available
Kamat Hotel,brigade road,749,4,3,0,7,147,0.05,0,Available
Foody's Land,brookefield,788,19,4,0,178,245,0.7283883358128566,1,Busy
Melange - Hotel Ekaa,electronic city,207,14,1,0,87,94,0.9324556229829013,0,Full
Sai Ram Andhra Mess,bellandur,539,10,1,0,110,204,0.5426185060066082,1,Busy
Reddy's Hyderabadi Biryani,electronic city,2587,18,2,0,208,273,0.7620380278594368,1,Busy
Cakeport,jayanagar,2270,13,3,0,243,273,0.8925693792814771,0,Full
Asia In A Box,kammanahalli,1213,12,1,0,213,292,0.7321844464132454,0,Busy
The Vacationer's Cafe,"byresandra,tavarekere,madiwala",327,14,6,1,112,124,0.9033417473421093,0,Full
Berakah,kalyan nagar,1009,0,0,0,24,221,0.1099826315099768,0,Available
Till The Last Bite,electronic city,1775,22,3,0,58,110,0.5332666618783519,0,Busy
Rolls Mania,"byresandra,tavarekere,madiwala",2560,15,1,0,10,133,0.07580840654910867,0,Available
Madhuban Restaurant,marathahalli,1665,8,6,1,191,199,0.9635455687036302,1,Full
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,mg road,2534,13,0,0,107,168,0.6424393395397608,0,Busy
Asgardian Moreover Chai,"byresandra,tavarekere,madiwala",442,9,4,0,127,172,0.7399664593834696,1,Busy
Curry Pot,lavelle road,176,7,0,0,35,70,0.5001012744020888,1,Busy
The Chervil,jp nagar,1390,21,1,0,214,277,0.7744861406623493,0,Busy
Qube Cafe,"byresandra,tavarekere,madiwala",2145,8,5,1,145,145,1.0,1,Full
New Punjabi Veg Restaurant,kalyan nagar,2745,8,2,0,116,138,0.84172079375284,1,Full
New Udupi Delicacy,brookefield,1312,15,5,1,63,214,0.2985232776088272,0,Available
Chopstick World,rajajinagar,335,22,6,1,120,210,0.5722773582548789,0,Busy
Bisi Thindi,frazer town,1799,22,4,0,162,251,0.6468540161546069,0,Busy
Breaktime Brew,"byresandra,tavarekere,madiwala",132,11,5,1,122,234,0.5232905600065144,0,Busy
Black Pagoda,whitefield,1364,19,0,0,203,269,0.7552659612974844,1,Busy
Bangalore Bytes,brigade road,1883,10,1,0,77,133,0.5821003959246775,1,Busy
Grigliato,bellandur,2055,14,1,0,201,256,0.7870049671815523,0,Full
Hotel Zam Zam,frazer town,1523,10,0,0,230,251,0.9185399711450049,1,Full
Ham Khim Chinese Fast Food,electronic city,89,16,3,0,14,100,0.14141543596141523,0,Available
Cakes Wagon,electronic city,1433,16,3,0,89,282,0.31764841836629526,0,Available
B'Town Cafe & Restaurant,bellandur,169,0,0,0,8,58,0.1451226016136099,0,Available
Dakshin Restaurant,brigade road,1397,4,2,0,18,198,0.09268926979910616,0,Available
New Bombay Vada Pav,malleshwaram,1512,23,6,1,171,281,0.6109229080914645,0,Busy
Blend - Royal Orchid Suites,whitefield,222,5,2,0,45,226,0.20159372235635564,0,Available
Bawarchi Biryani,"byresandra,tavarekere,madiwala",67,18,2,0,196,265,0.7396620254031318,1,Busy
Black Cup Cafe,"byresandra,tavarekere,madiwala",1808,7,5,1,138,287,0.48398138373000676,1,Available
Ulavacharu,"byresandra,tavarekere,madiwala",556,3,2,0,9,184,0.05,0,Available
Market Table,"byresandra,tavarekere,madiwala",750,5,3,0,39,176,0.22608495199993098,0,Available
Bowring Kulfi,brigade road,111,14,4,0,181,232,0.7816663976471118,0,Full
Raams Chicken,banashankari,304,15,5,1,68,195,0.35379735471291685,0,Available
Xian,brigade road,525,20,0,0,209,285,0.7359725363149197,1,Busy
Famous Dum Biriyani,jayanagar,128,7,5,1,150,260,0.5796001585796873,1,Busy
The Table,old airport road,2736,23,1,0,116,236,0.49242633515583883,0,Available
Chung Wah Express,brigade road,879,14,1,0,179,265,0.6768544355440115,0,Busy
Ujwal Restaurant,new bel road,2388,11,1,0,11,136,0.08799127848798255,0,Available
Dunkin' Donuts,bellandur,2242,9,2,0,82,111,0.7463936346531486,1,Busy
Abhiruchi Restaurant,bellandur,2057,16,1,0,44,166,0.26890624836489063,0,Available
Paratha Singh,kalyan nagar,2754,17,2,0,167,199,0.8409880047190419,1,Full
Cafe Iftar,frazer town,2532,11,0,0,82,280,0.2960073536626636,0,Available
Shake The Shake,"byresandra,tavarekere,madiwala",1517,4,0,0,49,276,0.17949231138755592,0,Available
Amigos Kitchen,kalyan nagar,14,13,0,0,86,101,0.8549135105113429,0,Full
Maa'r Rannaghor,bannerghatta road,1092,11,3,0,51,127,0.40581700938241017,0,Available
Butter Side Up,bellandur,7,6,0,0,129,217,0.5970509847378558,0,Busy
Hangyo,rajajinagar,300,11,5,1,26,77,0.3461862679180784,0,Available
Delight Fast Food & Restaurant,new bel road,235,18,2,0,133,196,0.6819211991586441,1,Busy
Nandhi Andhra Style Family Restaurant,basavanagudi,1490,1,6,1,15,82,0.18899440513793164,0,Available
Mehfil Family Restaurant,malleshwaram,891,2,2,0,75,281,0.2679747382221529,0,Available
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,koramangala 6th block,1490,1,6,1,12,82,0.14921060396504182,0,Available
CakeBox,hsr,1077,20,2,0,198,204,0.9717259148426123,1,Full
Fine Day,bellandur,1082,1,3,0,8,171,0.05,0,Available
New Gongura's,bannerghatta road,594,17,3,0,116,175,0.6645836615220458,1,Busy
Chef's Cap Chinese Cuisine Restaurant,indiranagar,2580,11,2,0,72,187,0.38552015077482626,0,Available
Best B Restaurant,kammanahalli,1712,7,1,0,76,132,0.5764290210153251,1,Busy
Tata Cha,malleshwaram,2101,12,3,0,232,273,0.8513782176571807,0,Full
Shiro,brigade road,2023,6,0,0,123,225,0.5484528359273261,0,Busy
Kanha's Kafe,"byresandra,tavarekere,madiwala",2093,4,3,0,3,79,0.05,0,Available
Ritomi's Lov,bellandur,1072,15,2,0,82,297,0.27864067577949575,0,Available
The Beer Cafe,whitefield,866,1,1,0,10,215,0.05,0,Available
Queens Food Corner,brigade road,1973,4,5,1,14,284,0.05,0,Available
HSR High Street,hsr,2754,17,2,0,174,199,0.877244399791801,1,Full
Bangalore Grill House,old airport road,2365,12,0,0,119,148,0.807278741446961,0,Full
Garden City Mobile Biryani,rajajinagar,2161,0,6,1,30,202,0.15130042848060768,0,Available
Vanas,frazer town,1741,12,2,0,94,172,0.547892247903953,0,Busy
The Pump House,jp nagar,1105,0,4,0,18,284,0.06415964244871114,0,Available
MDP Coffee House,brigade road,599,22,3,0,104,218,0.47750001113399493,0,Available
Harshi Super Sandwich,banashankari,2494,21,5,1,142,177,0.8076533253787765,0,Full
Delice - Novotel,bellandur,985,0,6,1,11,209,0.05662778664373986,0,Available
Manjushree Veg,bannerghatta road,540,11,1,0,48,252,0.19142522892184505,0,Available
Karavali Kolimane,basavanagudi,658,9,6,1,78,83,0.9459796165121422,1,Full
The Chai Stop,brookefield,2467,18,4,0,146,205,0.7159845543165388,1,Busy
Manjit Da Dhaba,brigade road,2079,14,2,0,244,282,0.8683743910203707,0,Full
Castle Rock,banashankari,222,5,2,0,11,226,0.05,0,Available
ASEAN - On The Edge,brigade road,2066,1,2,0,6,122,0.05,0,Available
Ruh,sarjapur road,1444,3,4,0,14,288,0.05,0,Available
Johny's Kitchen,indiranagar,1872,23,0,0,122,206,0.5969213497586584,0,Busy
Zu's Doner Kebaps,malleshwaram,1049,16,1,0,69,284,0.24380698861420735,0,Available
Fresh Berriz,whitefield,1995,2,6,1,8,167,0.05,0,Available
Marmaris,electronic city,855,14,0,0,236,282,0.8389226461255785,0,Full
Green Hyderabad Biryani House,brookefield,1496,7,6,1,185,265,0.6992245147429241,1,Busy
Ashirvad Resturant,marathahalli,93,20,3,0,160,206,0.777178212106277,1,Busy
Shanghai Xpress,kalyan nagar,1694,13,0,0,169,198,0.8564326244170867,0,Full
Sri Balaji Tiffin Centre,banashankari,1797,20,4,0,188,223,0.8462536033398613,1,Full
Kidilum,bellandur,1402,9,2,0,218,296,0.7377144098481567,1,Busy
Shri Ram Sweet Centre,"byresandra,tavarekere,madiwala",1606,21,3,0,76,154,0.49607798360092337,0,Available
Arya Hungry?,"byresandra,tavarekere,madiwala",799,6,5,1,180,253,0.7142981544453861,0,Busy
Roomali,brigade road,1622,13,4,0,99,131,0.7596366956467351,0,Busy
O.G. Variar & Sons,malleshwaram,2719,6,1,0,167,295,0.5669747767970662,0,Busy
Nite Out,brookefield,1269,20,3,0,73,105,0.6953502197131093,1,Busy
Yumme Veg,bannerghatta road,646,21,5,1,155,207,0.7507947567005754,0,Busy
Red Glow,whitefield,817,0,6,1,9,198,0.05,0,Available
FNC Seafood,koramangala 4th block,607,6,4,0,114,212,0.5398013345406323,0,Busy
Poha House,bannerghatta road,982,21,5,1,133,160,0.834694414638698,0,Full
Calicut Mess House,whitefield,2148,11,5,1,79,284,0.2789165764189854,0,Available
Imperial Restaurant,frazer town,2379,2,1,0,11,220,0.05,0,Available
Juicy Momos,bannerghatta road,1773,20,3,0,60,89,0.674745280812989,1,Busy
Indian Spice Food,indiranagar,2764,3,3,0,50,254,0.19942988266876233,0,Available
The Daily,electronic city,1797,20,4,0,179,223,0.805473113738021,1,Full
Zu's Doner Kebaps,malleshwaram,1766,13,3,0,193,274,0.7071122621311247,0,Busy
Ice N Fries Cafe,bellandur,788,19,4,0,178,245,0.7290906194688431,1,Busy
99 Pancakes,brigade road,492,11,6,1,83,213,0.393535990755319,0,Available
Santrupti Uttara Karnataka Food Store,koramangala 7th block,846,5,0,0,4,96,0.05,0,Available
Sufi Restaurant & Cafe,kalyan nagar,1092,11,3,0,41,127,0.33056655686425956,0,Available
BBQ King,brookefield,2720,7,1,0,131,275,0.47687454311870436,1,Available
Pakwan Family Restaurant,marathahalli,847,6,0,0,133,289,0.4602340614724946,0,Available
Pallavi North Indian Veg Restaurant,bannerghatta road,1742,13,2,0,80,122,0.6562512565174988,0,Busy
Peppermill Bistro,malleshwaram,1004,19,6,1,176,205,0.8594592553516037,1,Full
Cup Chronicles Cafe,indiranagar,2343,14,6,1,162,198,0.8231170164066296,0,Full
Green Pepper,indiranagar,2248,15,2,0,78,244,0.3235455795111114,0,Available
Lava Kaffe,kalyan nagar,498,17,6,1,77,147,0.5281634708571554,1,Busy
Maa Biryani Hyderabadi,electronic city,1390,21,1,0,143,277,0.5192349442253235,0,Busy
Rolla Rappa,"byresandra,tavarekere,madiwala",2682,17,6,1,202,236,0.857843002264396,1,Full
De Grand,kalyan nagar,1937,16,3,0,118,264,0.450506203860833,0,Available
Parivaar,jayanagar,2660,19,5,1,210,267,0.7889997391617867,1,Full
Chatpata,brookefield,160,15,6,1,106,294,0.3612796618099912,0,Available
Imli,indiranagar,846,5,0,0,23,96,0.24950303097358376,0,Available
E Foods Regalia,electronic city,1312,15,5,1,45,214,0.21370314700527268,0,Available
Yataii - Shangri-La Hotel,lavelle road,2490,17,5,1,83,89,0.9363975225864402,1,Full
SL Vadapav,basavanagudi,1263,14,3,0,182,286,0.639772816606548,0,Busy
Desi Rasoi,basavanagudi,2349,20,6,1,248,294,0.8465366257710765,1,Full
Nourich,bannerghatta road,1414,21,2,0,136,263,0.5196889166046685,0,Busy
Samba Shake N Juice,new bel road,2209,0,1,0,3,62,0.05,0,Available
Majaa Thindi,new bel road,1714,9,1,0,187,187,1.0,1,Full
Arzak,electronic city,1002,17,6,1,144,147,0.9814455872071665,1,Full
Gongura,whitefield,536,7,1,0,174,265,0.660173786178621,1,Busy
Kaka Singh,bellandur,709,12,1,0,202,263,0.7691993486836496,0,Busy
B.M.W Bhookh Mitaane Wala,bannerghatta road,1156,3,6,1,14,296,0.05,0,Available
A2B Veg - Adyar Ananda Bhavan,basavanagudi,1569,8,2,0,143,167,0.8594957970323307,1,Full
24 Hours Coffee Drop - La Classic,electronic city,485,4,6,1,62,280,0.22229296145073466,0,Available
LIT Gastro Pub,jayanagar,396,11,2,0,57,268,0.21466005259608884,0,Available
Jodhpur Sweets,electronic city,14,13,0,0,82,101,0.8165326667161126,0,Full
Bademiyan Kebabs,malleshwaram,1504,15,6,1,90,217,0.41543362098540787,0,Available
Sprinkled,kalyan nagar,14,13,0,0,91,101,0.905204004481367,0,Full
Eat Repeat,banashankari,263,22,3,0,94,170,0.5582216987486381,0,Busy
HQ,brookefield,2717,4,1,0,9,180,0.05,0,Available
Kanhaiyas,jp nagar,701,4,1,0,14,230,0.06383718906274544,0,Available
HomelyDelight,marathahalli,1272,23,3,0,110,148,0.7435570993163623,0,Busy
Hakka Chinese Restaurant,"byresandra,tavarekere,madiwala",780,11,4,0,19,170,0.11715941191580367,0,Available
Avanti Indian Barbeque & Grill,indiranagar,738,17,2,0,61,108,0.5731624284568968,1,Busy
Royal Garden Restaurant,new bel road,841,0,0,0,10,97,0.10893952789316133,0,Available
Upahara Bhavan,bannerghatta road,1516,3,0,0,13,239,0.055741070722584385,0,Available
Biryani Trip,brigade road,369,8,1,0,173,211,0.8207727893175684,1,Full
Beer Adda,"byresandra,tavarekere,madiwala",118,21,4,0,182,263,0.6945311771235865,0,Busy
Bowl N Biryani,whitefield,1811,10,5,1,108,122,0.8877430653881146,1,Full
Moms Flavor,bannerghatta road,1187,10,0,0,165,262,0.6326994169069379,1,Busy
Sagar Grand,bannerghatta road,795,2,5,1,72,226,0.3194481557199944,0,Available
Sly Granny - The Community House,indiranagar,1417,0,3,0,5,117,0.05,0,Available
Punjabi's Food Corner,old airport road,992,7,6,1,131,249,0.5265962877987902,1,Busy
Flavours Radha Hometel,brookefield,2636,19,4,0,244,275,0.8903720013722597,1,Full
Pabrai's Fresh and Naturelle Icecreams,"byresandra,tavarekere,madiwala",1734,5,2,0,10,176,0.061551087895848206,0,Available
Kolkata Kitchen,electronic city,1740,11,2,0,41,142,0.2936610147965189,0,Available
Sweet Alley,brookefield,1019,10,0,0,226,261,0.8682790124060318,1,Full
Sri Durga Fast Food,koramangala 4th block,2507,10,6,1,233,233,1.0,1,Full
Ottimo - ITC Gardenia,brigade road,2405,4,2,0,10,162,0.0666539306818228,0,Available
Jai Bhavani Savaji Hotel,rajajinagar,2310,5,5,1,74,279,0.2669952005914299,0,Available
Hotel Brundavan,bannerghatta road,2367,14,0,0,130,257,0.5064200151265195,0,Busy
Kettle On,electronic city,443,10,4,0,121,136,0.8959787236953076,1,Full
Andhra Food Cafe (AFC),electronic city,2040,23,0,0,38,75,0.5160472441982342,0,Busy
Soul Cafe,church street,2616,23,3,0,130,177,0.7372271316607991,0,Busy
D'Cafe,indiranagar,1351,6,0,0,122,217,0.5642044478830546,0,Busy
Nandhini Paradise,indiranagar,2684,19,6,1,226,273,0.8297094667990598,1,Full
Cinnabon,whitefield,607,6,4,0,130,212,0.6162841093021633,0,Busy
Dublin - ITC Windsor,malleshwaram,341,4,0,0,40,214,0.18931883472072517,0,Available
Marwa Family Restaurant,electronic city,1840,15,6,1,52,128,0.4091894122858638,0,Available
Pure & Natural,banashankari,2786,1,4,0,11,236,0.05,0,Available
Guru Palace,bannerghatta road,1737,8,2,0,123,160,0.7715982876377915,1,Busy
Roti's Ghar,bellandur,883,18,1,0,52,67,0.7795927162878565,1,Busy
Taste Of India,bellandur,51,2,2,0,18,198,0.09587403473499397,0,Available
Regency Park,kalyan nagar,1361,16,0,0,50,135,0.37497454754383475,0,Available
Hyderabadi Biryani House,"byresandra,tavarekere,madiwala",1544,7,1,0,103,296,0.3485098767493392,1,Available
Bakers Town,jayanagar,1773,20,3,0,72,89,0.8134327054553504,1,Full
Sri Nanjundeshwara Canteen,bannerghatta road,273,8,4,0,170,215,0.7910018645563359,1,Full
The Beer Cafe,whitefield,1517,4,0,0,13,276,0.05,0,Available
K V Canteen,brigade road,862,21,0,0,94,179,0.52575132222304,0,Busy
Rasoiya,bellandur,979,18,5,1,222,254,0.8755462335482036,1,Full
Smacznego,banashankari,2354,1,0,0,12,255,0.05,0,Available
Kund Indian Barbeque,indiranagar,1020,11,0,0,52,227,0.22987104292084498,0,Available
Uttar Karnataka Lunch Home,bellandur,1189,12,0,0,138,219,0.6324185175353706,0,Busy
Delifusion - Hunger Sorted,bannerghatta road,493,12,6,1,147,167,0.8812783209322623,0,Full
Raat Ki Rani,indiranagar,1338,17,6,1,96,118,0.8164473317489478,1,Full
Royal Kitchen,marathahalli,316,3,6,1,13,147,0.093488619982951,0,Available
Hotel Thazooq,hsr,1431,14,3,0,74,85,0.8742276627661302,0,Full
Thai Chy,indiranagar,116,19,4,0,189,215,0.8794351519815424,1,Full
Kesariya,malleshwaram,1975,6,5,1,158,219,0.7227271399943452,0,Busy
Sarvam,koramangala 5th block,2329,0,6,1,16,251,0.06501275695891481,0,Available
Kullukki,koramangala 7th block,1978,9,5,1,170,171,0.9973032279289651,1,Full
Punjabi Dhaba,lavelle road,607,6,4,0,111,212,0.5266102199546406,0,Busy
The Bao Belly,residency road,473,16,5,1,90,277,0.32539067893230617,0,Available
Cafe Srinidhi,old airport road,539,10,1,0,175,204,0.8609685343746549,1,Full
Indian Paratha Company,marathahalli,1062,5,2,0,11,223,0.05,0,Available
Foodlieious Multi Cuisine,banashankari,354,17,0,0,181,195,0.9293003104443204,1,Full
Udupi Nalapaka,bellandur,2475,2,5,1,22,226,0.09898698604020628,0,Available
Wakhra Swaad,electronic city,1636,3,5,1,45,257,0.1768360566259665,0,Available
Sai Cafe Veg,malleshwaram,904,15,2,0,83,187,0.4455600479257298,0,Available
Kurtoskalacs,koramangala 5th block,237,20,2,0,181,205,0.8831653774575176,1,Full
Mist n Creams,whitefield,2633,16,4,0,24,155,0.1591080897309475,0,Available
The Chef's Cake & Bakes,brigade road,2390,13,1,0,143,188,0.7644895895009884,0,Busy
New Gowda's Fried Chicken,banashankari,2596,3,3,0,39,215,0.1850719394460647,0,Available
Eat Eroo - South China,marathahalli,2107,18,3,0,203,234,0.8691863022160748,1,Full
Cake of the Day,basavanagudi,1210,9,1,0,209,296,0.7086705165885369,1,Busy
Ciclo Cafe,indiranagar,1082,1,3,0,8,171,0.05,0,Available
Udupi South Saviruchi,new bel road,508,3,0,0,55,280,0.19945582357416217,0,Available
IDC Kitchen,lavelle road,1606,21,3,0,80,154,0.5238239629317354,0,Busy
Shree Sagar,basavanagudi,16,15,0,0,51,191,0.27003039433356857,0,Available
The Grill House,kalyan nagar,1833,8,6,1,279,279,1.0,1,Full
Garden City Mobile Biryani,rajajinagar,1114,9,4,0,117,144,0.8152200749615209,1,Full
Sri Sai Mango Tree Restaurant,bellandur,1471,6,5,1,63,114,0.5598225862166156,0,Busy
Lets cafe,"byresandra,tavarekere,madiwala",227,10,2,0,177,243,0.7322382643137094,1,Busy
Sri Ganesh Sweets,basavanagudi,2324,19,5,1,221,238,0.9302719329585187,1,Full
Indian Coffee House & Restaurant,"byresandra,tavarekere,madiwala",180,11,0,0,38,232,0.16668519915227908,0,Available
Palmgrove,brigade road,268,3,4,0,18,247,0.07526640361035819,0,Available
Kushi Meals,rajajinagar,349,12,0,0,148,197,0.7533230534990022,0,Busy
Gaura's Secret Recipe,brookefield,2631,14,4,0,90,106,0.8499149820547667,0,Full
Spice Elephant,banashankari,1095,14,3,0,149,190,0.7867548080369995,0,Full
Snacks Bite,banashankari,378,17,1,0,114,162,0.7085934882017821,1,Busy
Mamaji's,kalyan nagar,1393,0,2,0,64,297,0.217841931756372,0,Available
Luscious - St. Mark's Hotel,brigade road,2228,19,1,0,96,129,0.7500484962452523,1,Busy
Rollin,koramangala 4th block,1004,19,6,1,158,205,0.773429697795059,1,Busy
